"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Oct 13 12:16:38 GMT 2024","Sun Oct 13 12:16:38 GMT 2024","25","","ITUserSuite","","","","[GetById] Несуществующий пользователь",""
"passed","Sun Oct 13 12:16:27 GMT 2024","Sun Oct 13 12:16:27 GMT 2024","15","","CompanySuite","","","","[ClassicCompanyCreate] Пустое название компании",""
"passed","Sun Oct 13 12:16:26 GMT 2024","Sun Oct 13 12:16:26 GMT 2024","4","","StorageUserSuite","","","","[UserUpdate] Успех",""
"passed","Sun Oct 13 12:16:26 GMT 2024","Sun Oct 13 12:16:26 GMT 2024","11","","StorageCompanySuite","","","","[CompanyDeleteById] Ошибка выполнения запроса в репозитории",""
"passed","Sun Oct 13 12:16:27 GMT 2024","Sun Oct 13 12:16:27 GMT 2024","8","","UserSuite","","","","[ClassicUserUpdate] Ошибка выполнения запроса в репозитории",""
"passed","Sun Oct 13 12:16:27 GMT 2024","Sun Oct 13 12:16:27 GMT 2024","6","","UserSuite","","","","[UserDeleteById] Ошибка выполнения запроса в репозитории",""
"passed","Sun Oct 13 12:16:26 GMT 2024","Sun Oct 13 12:16:26 GMT 2024","10","","StorageUserSuite","","","","[UserDeleteById] Ошибка выполнения запроса в репозитории",""
"passed","Sun Oct 13 12:16:26 GMT 2024","Sun Oct 13 12:16:26 GMT 2024","3","","StorageActFieldSuite","","","","[ActFieldDeleteById] Успех",""
"passed","Sun Oct 13 12:16:26 GMT 2024","Sun Oct 13 12:16:26 GMT 2024","10","","StorageCompanySuite","","","","[CompanyUpdate] Ошибка выполнения запроса в репозитории",""
"passed","Sun Oct 13 12:16:27 GMT 2024","Sun Oct 13 12:16:27 GMT 2024","8","","UserSuite","","","","[UserGetAll] Успех",""
"passed","Sun Oct 13 12:16:26 GMT 2024","Sun Oct 13 12:16:26 GMT 2024","7","","StorageCompanySuite","","","","[CompanyUpdate] Успешно",""
"passed","Sun Oct 13 12:16:26 GMT 2024","Sun Oct 13 12:16:26 GMT 2024","10","","StorageFinReportSuite","","","","[FinReportDeleteById] Успешно",""
"passed","Sun Oct 13 12:16:26 GMT 2024","Sun Oct 13 12:16:26 GMT 2024","19","","StorageCompanySuite","","","","[CompanyGetById] Успешно",""
"passed","Sun Oct 13 12:16:38 GMT 2024","Sun Oct 13 12:16:38 GMT 2024","42","","ITFinReportSuite","","","","[Update] Успех",""
"passed","Sun Oct 13 12:16:38 GMT 2024","Sun Oct 13 12:16:38 GMT 2024","32","","ITActFieldSuite","","","","[Update] Успех",""
"passed","Sun Oct 13 12:16:26 GMT 2024","Sun Oct 13 12:16:26 GMT 2024","15","","StorageUserSuite","","","","[UserGetById] Успех",""
"passed","Sun Oct 13 12:16:27 GMT 2024","Sun Oct 13 12:16:27 GMT 2024","17","","CompanySuite","","","","[ClassicCompanyDeleteById] Успех",""
"passed","Sun Oct 13 12:16:27 GMT 2024","Sun Oct 13 12:16:27 GMT 2024","1","","ActFieldSuite","","","","[ActFieldUpdate] Успех",""
"passed","Sun Oct 13 12:16:27 GMT 2024","Sun Oct 13 12:16:27 GMT 2024","6","","UserSuite","","","","[UserUpdate] Ошибка выполнения запроса в репозитории",""
"passed","Sun Oct 13 12:16:27 GMT 2024","Sun Oct 13 12:16:27 GMT 2024","14","","FinReportSuite","","","","[FinReportGetByCompany] Год начала периода больше года конца периода",""
"passed","Sun Oct 13 12:16:26 GMT 2024","Sun Oct 13 12:16:26 GMT 2024","22","","StorageCompanySuite","","","","[CompanyDeleteById] Успешно",""
"passed","Sun Oct 13 12:16:38 GMT 2024","Sun Oct 13 12:16:38 GMT 2024","28","","ITUserSuite","","","","[Update] Успех",""
"passed","Sun Oct 13 12:16:27 GMT 2024","Sun Oct 13 12:16:27 GMT 2024","5","","UserSuite","","","","[UserGetById] Ошибка получения данных в репозитории",""
"passed","Sun Oct 13 12:16:27 GMT 2024","Sun Oct 13 12:16:27 GMT 2024","3","","CompanySuite","","","","[CompanyGetById] Успешно",""
"passed","Sun Oct 13 12:16:27 GMT 2024","Sun Oct 13 12:16:27 GMT 2024","12","","FinReportSuite","","","","[FinReportUpdate] Ошибка выполнения запроса в репозитории",""
"passed","Sun Oct 13 12:16:27 GMT 2024","Sun Oct 13 12:16:27 GMT 2024","1","","AuthSuite","","","","[AuthLogin] Success",""
"passed","Sun Oct 13 12:16:27 GMT 2024","Sun Oct 13 12:16:27 GMT 2024","16","","FinReportSuite","","","","[FinReportGetById] Ошибка получения данных в репозитории",""
"passed","Sun Oct 13 12:16:27 GMT 2024","Sun Oct 13 12:16:27 GMT 2024","16","","FinReportSuite","","","","[FinReportGetByCompany] Успешно",""
"passed","Sun Oct 13 12:16:26 GMT 2024","Sun Oct 13 12:16:26 GMT 2024","12","","StorageUserSuite","","","","[UserUpdate] Ошибка выполнения запроса в репозитории",""
